43,55,514
43,67,514
1,34,525
1,39,525
1,43,525
1,55,525
1,64,525
1,67,525
13,64,528
13,67,528
16,32,529
16,34,529
16,39,529
16,43,529
16,55,529
16,64,529
16,67,529
22,55,531
22,64,531
22,67,531
32,55,533
32,64,533
32,67,533
1,34,548
1,55,548
1,67,548
12,32,551
12,34,551
12,55,551
12,67,551
13,32,552
13,34,552
13,55,552
13,67,552
16,32,553
16,34,553
16,55,553
16,67,553
23,34,555
23,55,555
23,67,555
32,55,557
32,67,557
1,39,571
1,67,571
12,32,574
12,39,574
12,67,574
13,67,575
16,32,576
16,39,576
16,67,576
17,67,578
21,32,579
21,39,579
21,67,579
22,67,580
23,39,580
23,67,580
13,23,596
13,39,596
13,42,596
13,55,597
13,67,597
16,39,598
16,42,598
16,55,598
16,67,598
21,39,599
21,42,599
21,55,599
21,67,599
23,39,600
23,42,600
23,55,600
23,67,600
32,55,602
32,67,602
37,55,603
37,67,604
47,67,606
55,67,607
12,32,618
12,37,618
12,47,618
12,55,618
12,67,618
13,67,619
16,32,620
16,37,620
16,47,620
16,55,620
16,67,620
17,67,621
21,32,622
21,37,622
21,47,622
21,55,622
21,67,623
23,37,623
23,47,624
23,55,624
23,67,624
32,55,625
32,67,625
47,67,628
55,67,629
13,23,642
13,32,642
13,47,642
13,55,642
13,67,642
13,76,642
16,32,643
16,47,643
16,55,643
16,67,643
16,76,643
17,67,644
17,76,644
23,47,646
23,55,646
23,67,646
23,76,646
27,76,647
32,55,649
32,67,649
32,76,649
47,67,652
47,76,652
55,67,654
55,76,654
67,76,655
8,13,664
8,16,664
8,17,664
8,21,664
8,23,664
8,27,664
8,32,664
8,39,664
8,42,664
8,47,664
8,55,664
8,67,664
12,32,665
12,39,665
12,42,665
12,47,665
12,55,665
12,67,665
13,23,666
13,27,666
13,32,666
13,39,666
13,42,666
13,47,666
13,55,666
13,67,666
16,32,668
16,39,668
16,42,668
16,47,668
16,55,668
16,67,668
17,67,668
19,67,669
21,32,670
21,39,670
21,42,670
21,47,670
21,55,670
21,67,670
23,39,671
23,42,671
23,47,671
23,55,671
23,67,671
32,55,673
32,67,673
47,67,677
55,67,679
8,12,685
8,13,685
8,16,685
8,17,685
8,19,685
8,21,685
8,23,685
8,32,685
8,39,685
8,42,685
8,47,685
8,55,685
8,67,685
13,23,687
13,32,687
13,39,687
13,42,687
13,47,687
13,55,687
13,67,687
16,32,688
16,39,688
16,42,688
16,47,689
16,55,689
16,67,689
23,67,691
32,55,692
32,67,692
37,55,693
37,67,693
47,67,695
55,67,697
8,13,709
8,14,709
8,16,709
8,17,709
8,23,709
8,32,709
8,37,709
8,42,709
8,47,709
8,55,709
8,67,709
13,23,710
13,32,710
13,37,710
13,42,710
13,47,710
13,55,710
13,67,710
16,32,711
16,37,711
16,42,711
16,47,711
16,55,711
16,67,711
19,67,713
21,32,714
21,37,714
21,42,714
21,47,714
21,55,714
21,67,714
23,37,715
23,42,715
23,47,715
23,55,715
23,67,715
24,55,715
24,67,715
32,55,717
32,67,717
47,67,719
55,67,720
13,67,732
16,32,734
16,47,734
16,55,734
16,67,734
21,32,736
21,47,736
21,55,736
21,67,736
23,47,737
23,55,737
23,67,737
32,55,739
32,67,739
8,13,755
8,14,755
8,15,755
8,16,755
8,17,755
8,21,755
8,23,755
8,27,755
8,32,755
8,39,755
8,42,755
8,66,755
8,67,755
13,66,756
13,67,756
16,32,757
16,39,757
16,42,757
16,66,757
16,67,757
23,39,760
23,42,760
23,66,760
23,67,760
24,66,761
24,67,761
32,66,763
32,67,763
55,66,767
55,67,767
8,13,778
8,14,778
8,16,778
8,17,778
8,21,778
8,23,778
8,24,778
8,27,778
8,32,778
8,39,778
8,42,778
8,55,778
8,67,778
8,76,778
12,32,779
12,39,779
12,42,779
12,55,779
12,67,779
12,76,779
15,76,780
16,32,780
16,39,780
16,42,780
16,55,781
16,67,781
16,76,781
17,76,782
21,32,783
21,39,783
21,42,783
21,55,783
21,67,783
21,76,783
22,55,784
22,67,784
22,76,784
23,39,784
23,42,784
23,55,784
23,67,784
23,76,784
27,76,785
32,55,787
32,67,787
32,76,787
37,55,788
37,67,788
37,76,788
55,67,791
55,76,791
67,76,792
12,32,802
12,34,802
12,37,802
12,42,802
12,55,802
12,67,802
13,21,803
13,22,803
13,23,803
13,27,803
13,32,803
13,34,803
13,37,803
13,42,803
13,55,803
13,67,803
16,32,804
16,34,804
16,37,804
16,42,804
16,55,804
16,67,804
21,32,806
21,34,806
21,37,806
21,42,806
21,55,806
21,67,806
23,34,807
23,37,807
23,42,807
23,55,807
23,67,807
32,55,809
32,67,809
37,55,810
37,67,810
55,67,813
4,12,822
4,13,822
4,14,822
4,16,822
4,17,822
4,21,822
4,23,822
4,27,822
4,32,822
4,34,822
4,37,822
4,39,822
4,55,822
4,67,823
8,12,824
8,13,824
8,14,824
8,16,824
8,17,824
8,21,824
8,23,824
8,27,824
8,32,824
8,34,824
8,37,824
8,39,824
8,55,824
8,67,824
10,17,825
10,21,825
10,23,825
10,27,825
10,32,825
10,34,825
10,37,825
10,39,825
10,55,825
10,67,825
13,21,826
13,23,826
13,27,826
13,32,826
13,34,826
13,37,826
13,39,826
13,55,826
13,67,826
16,32,828
16,34,828
16,37,828
16,39,828
16,55,828
16,67,828
21,32,829
21,34,829
21,37,829
21,39,829
21,55,829
21,67,829
22,55,830
22,67,830
23,34,831
23,37,831
23,39,831
23,55,831
23,67,831
24,55,831
24,67,831
37,55,834
37,67,834
55,67,837
4,10,845
4,13,845
4,14,845
4,16,845
4,17,845
4,21,845
4,22,845
4,23,845
4,24,845
4,27,845
4,34,845
4,37,845
4,39,845
4,55,845
4,67,845
8,13,847
8,14,847
8,16,847
8,17,847
8,21,847
8,22,847
8,23,847
8,24,847
8,27,847
8,34,847
8,37,847
8,39,847
8,55,847
8,67,847
10,17,847
10,21,847
10,22,847
10,23,847
10,24,847
10,27,847
10,34,847
10,37,847
10,39,847
10,55,847
10,67,847
12,34,848
12,37,848
12,39,848
12,55,848
12,67,848
13,21,849
13,22,849
13,23,849
13,24,849
13,27,849
13,34,849
13,37,849
13,39,849
13,55,849
13,67,849
18,67,851
23,34,852
23,37,852
23,39,852
23,55,852
23,67,852
24,55,853
24,67,853
37,55,855
37,67,855
55,67,859
1,37,868
1,39,868
1,44,868
1,55,868
1,67,868
1,69,868
8,12,870
8,13,870
8,14,870
8,17,870
8,18,870
8,23,870
8,24,870
8,27,870
8,37,870
8,39,870
8,44,870
8,55,870
8,67,870
8,69,870
12,37,871
12,39,871
12,44,871
12,55,871
12,67,871
12,69,871
13,23,871
13,24,871
13,27,871
13,37,871
13,39,871
13,44,871
13,55,871
13,67,871
13,69,871
16,37,873
16,39,873
16,44,873
16,55,873
16,67,873
16,69,873
18,67,874
18,69,874
21,37,875
21,39,875
21,44,875
21,55,875
21,67,875
21,69,875
22,44,876
22,55,876
22,67,876
22,69,876
23,37,876
23,39,876
23,44,876
23,55,876
23,67,876
23,69,876
24,55,877
24,67,877
24,69,877
25,39,877
25,44,877
25,55,877
25,67,878
25,69,878
37,55,880
37,67,880
37,69,880
55,67,885
55,69,885
7,21,891
7,22,891
7,23,891
7,24,891
7,25,891
7,34,891
7,37,891
7,38,891
7,44,891
7,55,891
7,67,891
8,12,892
8,13,892
8,14,892
8,16,892
8,17,892
8,18,892
8,21,892
8,22,892
8,23,892
8,24,892
8,25,892
8,34,892
8,37,892
8,38,892
8,44,892
8,55,892
8,67,892
10,17,893
10,18,893
10,21,893
10,22,893
10,23,893
10,24,893
10,25,893
10,34,893
10,37,893
10,38,893
10,44,893
10,55,893
10,67,893
12,34,894
12,37,894
12,38,894
12,44,894
12,55,894
12,67,894
13,21,895
13,22,895
13,23,895
13,24,895
13,25,895
13,34,895
13,37,895
13,38,895
13,44,895
13,55,895
13,67,895
16,34,896
16,37,896
16,38,896
16,44,896
16,55,896
16,67,896
18,67,897
21,34,898
21,37,898
21,38,898
21,44,898
21,55,898
21,67,898
25,38,899
25,44,899
25,55,899
25,67,899
55,67,906
10,17,914
10,18,914
10,25,914
10,27,914
10,34,914
10,38,914
10,44,914
10,52,914
10,55,914
10,67,914
10,81,914
13,25,915
13,27,915
13,34,915
13,38,915
13,44,915
13,52,915
13,55,915
13,67,915
13,81,915
14,81,916
17,81,917
21,34,918
21,38,918
21,44,918
21,52,918
21,55,918
21,67,918
21,81,918
23,34,919
23,38,919
23,44,919
23,52,919
23,55,919
23,67,919
23,81,919
24,52,919
24,55,919
24,67,919
24,81,919
25,38,920
25,44,920
25,52,920
25,55,920
25,67,920
25,81,920
26,55,921
26,67,921
26,81,921
37,52,924
37,55,924
37,67,924
37,81,924
44,52,925
44,55,925
44,67,925
44,81,925
67,81,929
6,65,937
6,67,937
6,76,937
7,21,938
7,23,938
7,24,938
7,25,938
7,26,938
7,34,938
7,37,938
7,44,938
7,52,938
7,65,938
7,67,938
7,76,938
10,76,939
12,34,940
12,37,940
12,44,940
12,52,940
12,65,940
12,67,940
12,76,940
13,21,940
13,23,940
13,24,940
13,25,940
13,26,940
13,34,941
13,37,941
13,44,941
13,52,941
13,65,941
13,67,941
13,76,941
17,76,942
18,65,943
18,67,943
18,76,943
21,34,944
21,37,944
21,44,944
21,52,944
21,65,944
21,67,944
21,76,944
23,34,945
23,37,945
23,44,945
23,52,945
23,65,945
23,67,945
23,76,945
24,52,945
24,65,945
24,67,945
24,76,945
25,44,946
25,52,946
25,65,946
25,67,946
25,76,946
26,65,947
26,67,947
26,76,947
65,67,953
65,76,953
67,76,954
6,65,960
6,67,960
7,21,962
7,23,962
7,24,962
7,25,962
7,26,962
7,38,962
7,42,962
7,44,962
7,52,962
7,65,962
7,67,962
8,12,962
8,13,962
8,17,962
8,18,962
8,21,962
8,23,962
8,24,962
8,25,962
8,26,962
8,38,962
8,42,962
8,44,962
8,52,962
8,65,962
8,67,962
12,38,964
12,42,964
12,44,964
12,52,964
12,65,964
12,67,964
13,21,965
13,23,965
13,24,965
13,25,965
13,26,965
13,38,965
13,42,965
13,44,965
13,52,965
13,65,965
13,67,965
18,65,968
18,67,968
21,38,969
21,42,969
21,44,969
21,52,969
21,65,969
21,67,969
24,52,969
24,65,969
24,67,969
25,38,970
25,42,970
25,44,970
25,52,970
25,65,970
25,67,970
28,65,971
28,67,971
51,67,975
10,81,984
12,38,985
12,39,985
12,51,985
12,52,985
12,60,985
12,65,985
12,67,985
12,69,985
12,81,985
13,21,986
13,24,986
13,25,986
13,28,986
13,38,986
13,39,986
13,51,986
13,52,986
13,60,986
13,65,986
13,67,986
13,69,986
13,81,986
14,81,987
15,81,987
17,81,988
18,60,989
18,65,989
18,67,989
18,69,989
18,81,989
21,38,989
21,39,989
21,51,989
21,52,989
21,60,989
21,65,989
21,67,989
21,69,989
21,81,989
23,38,990
23,39,990
23,51,990
23,52,990
23,60,990
23,65,990
23,67,990
23,69,990
23,81,990
24,52,991
24,60,991
24,65,991
24,67,991
24,69,991
24,81,991
37,51,993
37,52,993
37,60,993
37,65,993
37,67,993
37,69,993
37,81,993
39,69,994
39,81,994
51,67,996
51,69,996
51,81,996
65,67,998
65,69,998
65,81,998
67,81,999
10,76,1006
10,81,1006
14,81,1007
15,76,1008
15,81,1008
17,76,1009
17,81,1009
18,65,1009
18,67,1009
18,69,1009
18,76,1009
18,81,1009
23,37,1010
23,38,1010
23,39,1010
23,44,1011
23,51,1011
23,52,1011
23,65,1011
23,67,1011
23,69,1011
23,76,1011
23,81,1011
24,52,1011
24,65,1011
24,67,1011
24,69,1011
24,76,1011
24,81,1011
28,65,1012
28,67,1012
28,69,1012
28,76,1012
28,81,1012
39,69,1014
39,76,1014
39,81,1014
44,51,1015
44,52,1015
44,65,1015
44,67,1015
44,69,1015
44,76,1015
44,81,1015
67,76,1019
67,81,1019
4,81,1027
6,28,1028
6,39,1028
6,44,1028
6,55,1028
6,65,1028
6,67,1028
6,69,1028
6,81,1028
7,23,1029
7,24,1029
7,28,1029
7,39,1029
7,44,1029
7,55,1029
7,65,1029
7,67,1029
7,69,1029
7,81,1029
8,14,1030
8,15,1030
8,17,1030
8,18,1030
8,23,1030
8,24,1030
8,28,1030
8,39,1030
8,44,1030
8,55,1030
8,65,1030
8,67,1030
8,69,1030
8,81,1030
13,23,1031
13,24,1031
13,28,1031
13,39,1031
13,44,1031
13,55,1031
13,65,1031
13,67,1031
13,69,1031
13,81,1031
14,81,1032
17,81,1032
18,65,1033
18,67,1033
18,69,1033
18,81,1033
23,39,1034
23,44,1034
23,55,1034
23,65,1034
23,67,1034
23,69,1034
23,81,1034
24,55,1035
24,65,1035
24,67,1035
24,69,1035
24,81,1035
32,55,1036
32,65,1036
32,67,1036
32,69,1036
32,81,1036
39,69,1038
39,81,1038
44,55,1039
44,65,1039
44,67,1039
44,69,1039
44,81,1039
51,67,1040
51,69,1040
51,81,1041
4,81,1051
6,32,1052
6,38,1052
6,39,1052
6,44,1052
6,51,1052
6,52,1052
6,55,1052
6,65,1052
6,69,1052
6,81,1052
7,23,1053
7,24,1053
7,32,1053
7,38,1053
7,39,1053
7,44,1053
7,51,1053
7,52,1053
7,55,1053
7,65,1053
7,69,1053
7,81,1053
8,13,1053
8,14,1053
8,17,1053
8,18,1053
8,23,1053
8,24,1053
8,32,1053
8,38,1053
8,39,1053
8,44,1053
8,51,1053
8,52,1053
8,55,1053
8,65,1053
8,69,1053
8,81,1053
10,81,1054
14,81,1055
17,81,1056
18,65,1057
18,69,1057
18,81,1057
23,38,1058
23,39,1058
23,44,1058
23,51,1058
23,52,1058
23,55,1058
23,65,1058
23,69,1058
23,81,1058
28,55,1059
28,65,1059
28,69,1059
28,81,1059
44,51,1062
44,52,1062
44,55,1062
44,65,1062
44,69,1062
44,81,1062
51,69,1064
51,81,1064
4,81,1074
6,28,1075
6,44,1075
6,46,1075
6,51,1075
6,55,1075
6,81,1075
8,14,1076
8,17,1076
8,18,1076
8,23,1076
8,28,1076
8,44,1076
8,46,1076
8,51,1076
8,55,1076
8,81,1076
13,23,1077
13,28,1077
13,44,1077
13,46,1077
13,51,1077
13,55,1077
13,81,1077
17,81,1078
28,55,1080
28,81,1080
51,81,1085
7,28,1098
7,32,1098
7,34,1098
7,38,1098
7,51,1098
7,55,1098
7,81,1098
8,13,1099
8,17,1099
8,28,1099
8,32,1099
8,34,1099
8,38,1099
8,51,1099
8,55,1099
8,81,1099
13,28,1100
13,32,1100
13,34,1100
13,38,1100
13,51,1100
13,55,1100
13,81,1100
14,81,1101
17,81,1102
18,81,1103
23,34,1104
23,38,1104
23,51,1104
23,55,1104
23,81,1104
28,55,1105
28,81,1105
6,28,1121
6,32,1121
6,42,1121
6,44,1121
6,54,1121
6,55,1121
6,63,1121
6,65,1121
6,81,1121
10,17,1123
10,18,1123
10,23,1123
10,28,1123
10,32,1123
10,42,1123
10,44,1123
10,54,1123
10,55,1123
10,63,1123
10,65,1123
13,23,1123
13,28,1123
13,32,1123
13,42,1123
13,44,1123
13,54,1123
13,55,1123
13,63,1123
13,65,1123
13,81,1123
14,81,1124
16,32,1125
16,42,1125
16,44,1125
16,54,1125
16,55,1125
16,63,1125
16,65,1125
16,81,1125
17,81,1125
23,42,1127
23,44,1127
23,54,1127
23,55,1127
23,63,1127
23,65,1127
23,81,1127
46,63,1131
46,65,1131
46,81,1131
65,81,1135
7,23,1144
7,24,1144
7,34,1144
7,44,1144
7,46,1144
7,54,1144
7,55,1144
7,63,1144
7,65,1144
7,69,1144
7,81,1144
10,81,1145
13,23,1146
13,24,1146
13,34,1146
13,44,1146
13,46,1146
13,54,1146
13,55,1146
13,63,1146
13,65,1146
13,69,1146
13,81,1146
14,81,1146
16,34,1147
16,44,1147
16,46,1147
16,54,1147
16,55,1147
16,63,1147
16,65,1147
16,69,1147
16,81,1147
17,81,1148
18,63,1148
18,65,1148
18,69,1148
18,81,1148
23,34,1150
23,44,1150
23,46,1150
23,54,1150
23,55,1150
23,63,1150
23,65,1150
23,69,1150
23,81,1150
28,54,1151
28,55,1151
28,63,1151
28,65,1151
28,69,1151
28,81,1151
29,54,1151
29,55,1151
29,63,1151
29,65,1151
29,69,1151
29,81,1151
39,69,1154
39,81,1154
5,63,1167
5,65,1167
5,69,1167
5,81,1167
6,28,1168
6,29,1168
6,32,1168
6,34,1168
6,39,1168
6,63,1168
6,65,1168
6,69,1168
6,81,1168
7,23,1168
7,28,1168
7,29,1168
7,32,1168
7,34,1168
7,39,1168
7,63,1168
7,65,1168
7,69,1168
7,81,1168
8,13,1169
8,14,1169
8,16,1169
8,17,1169
8,18,1169
8,23,1169
8,28,1169
8,29,1169
8,32,1169
8,34,1169
8,39,1169
8,63,1169
8,65,1169
8,69,1169
8,81,1169
13,23,1170
13,28,1170
13,29,1170
13,32,1170
13,34,1170
13,39,1170
13,63,1170
13,65,1170
13,69,1170
13,81,1170
14,81,1171
17,81,1172
18,63,1173
18,65,1173
18,69,1173
18,81,1173
23,34,1174
23,39,1174
23,63,1174
23,65,1174
23,69,1174
23,81,1174
28,63,1176
28,65,1176
28,69,1176
28,81,1176
66,81,1183
6,28,1190
6,42,1190
6,44,1190
6,54,1190
6,55,1190
6,63,1190
6,66,1190
6,69,1190
6,81,1190
7,23,1191
7,28,1191
7,42,1191
7,44,1191
7,54,1191
7,55,1191
7,63,1191
7,66,1191
7,69,1191
7,81,1191
8,13,1191
8,14,1191
8,17,1191
8,18,1191
8,23,1191
8,28,1191
8,42,1191
8,44,1191
8,54,1191
8,55,1191
8,63,1191
8,66,1191
8,69,1191
8,81,1191
10,81,1192
13,23,1193
13,28,1193
13,42,1193
13,44,1193
13,54,1193
13,55,1193
13,63,1193
13,66,1193
13,69,1193
13,81,1193
14,81,1194
16,42,1195
16,44,1195
16,54,1195
16,55,1195
16,63,1195
16,66,1195
16,69,1195
16,81,1195
28,54,1197
28,55,1197
28,63,1197
28,66,1197
28,69,1197
28,81,1198
44,54,1201
44,55,1201
44,63,1201
44,66,1201
44,69,1201
44,81,1201
46,63,1202
46,66,1202
46,69,1202
46,81,1202
6,28,1213
6,32,1213
6,44,1213
6,46,1213
6,54,1213
6,55,1213
6,65,1213
6,69,1213
6,81,1213
10,24,1214
10,28,1214
10,32,1214
10,44,1214
10,46,1214
10,54,1214
10,55,1214
10,65,1214
10,69,1214
10,81,1214
14,81,1215
28,54,1218
28,55,1218
28,65,1218
28,69,1218
28,81,1219
44,46,1221
44,54,1221
44,55,1221
44,65,1221
44,69,1221
44,81,1221
46,65,1222
46,69,1222
46,81,1222
65,69,1225
65,81,1225
66,81,1226
67,81,1227
6,28,1236
6,44,1236
6,46,1236
6,54,1236
6,55,1236
6,65,1236
6,66,1236
6,67,1236
6,69,1236
8,14,1237
8,24,1237
8,28,1237
8,44,1237
8,46,1237
8,54,1237
8,55,1237
8,65,1237
8,66,1237
8,67,1237
8,69,1237
10,67,1238
10,69,1238
13,24,1239
13,28,1239
13,44,1239
13,46,1239
13,54,1239
13,55,1239
13,65,1239
13,66,1239
13,67,1239
13,69,1239
16,44,1241
16,46,1241
16,54,1241
16,55,1241
16,65,1241
16,66,1241
16,67,1241
16,69,1241
29,54,1244
29,55,1244
29,65,1244
29,66,1244
29,67,1244
29,69,1244
46,65,1247
46,66,1247
46,67,1247
46,69,1247
6,29,1257
6,42,1257
6,44,1257
6,46,1257
6,54,1257
6,55,1257
6,63,1257
6,65,1257
6,66,1257
6,67,1257
6,81,1257
8,13,1258
8,14,1258
8,16,1258
8,24,1258
8,29,1258
8,42,1258
8,44,1258
8,46,1258
8,54,1258
8,55,1258
8,63,1258
8,65,1258
8,66,1258
8,67,1258
8,81,1258
13,24,1260
13,29,1260
13,42,1260
13,44,1260
13,46,1260
13,54,1260
13,55,1260
13,63,1260
13,65,1260
13,66,1260
13,67,1260
13,81,1260
14,63,1261
14,65,1261
14,66,1261
14,67,1261
14,81,1261
15,81,1262
16,42,1262
16,44,1262
16,46,1262
16,54,1262
16,55,1262
16,63,1262
16,65,1262
16,66,1262
16,67,1262
16,81,1262
23,42,1264
23,44,1264
23,46,1264
23,54,1264
23,55,1264
23,63,1264
23,65,1264
23,66,1264
23,67,1264
23,81,1264
26,55,1265
26,63,1265
26,65,1265
26,66,1265
26,67,1265
26,81,1265
28,54,1266
28,55,1266
28,63,1266
28,65,1266
28,66,1266
28,67,1266
28,81,1266
29,54,1266
29,55,1266
29,63,1266
29,65,1266
29,66,1266
29,67,1266
29,81,1266
66,81,1272
67,81,1273
6,26,1281
6,28,1281
6,29,1281
6,44,1281
6,47,1281
6,54,1281
6,55,1281
6,66,1281
6,67,1281
6,69,1281
6,81,1281
7,23,1282
7,26,1282
7,28,1282
7,29,1282
7,44,1282
7,47,1282
7,54,1282
7,55,1282
7,66,1282
7,67,1282
7,69,1282
7,81,1282
8,13,1283
8,14,1283
8,15,1283
8,16,1283
8,23,1283
8,26,1283
8,28,1283
8,29,1283
8,44,1283
8,47,1283
8,54,1283
8,55,1283
8,66,1283
8,67,1283
8,69,1283
8,81,1283
14,66,1284
14,67,1284
14,69,1284
14,81,1284
16,44,1285
16,47,1285
16,54,1285
16,55,1285
16,66,1285
16,67,1285
16,69,1285
16,81,1285
18,66,1286
18,67,1286
18,69,1286
18,81,1286
26,55,1289
26,66,1289
26,67,1289
26,69,1289
26,81,1289
28,54,1289
28,55,1289
28,66,1289
28,67,1289
28,69,1289
28,81,1289
46,66,1292
46,67,1292
46,69,1292
46,81,1292
66,81,1296
67,81,1296
6,26,1304
6,28,1304
6,32,1304
6,46,1304
6,54,1304
6,56,1304
6,63,1304
6,66,1304
6,67,1304
6,81,1304
8,14,1305
8,16,1305
8,17,1305
8,18,1305
8,24,1305
8,26,1305
8,28,1305
8,32,1305
8,46,1305
8,54,1305
8,56,1305
8,63,1305
8,66,1305
8,67,1305
8,81,1305
10,67,1306
10,81,1306
14,56,1307
14,63,1307
14,66,1307
14,67,1307
14,81,1307
18,63,1309
18,66,1309
18,67,1309
18,81,1309
19,24,1309
19,26,1309
19,28,1309
19,32,1309
19,46,1309
19,54,1309
19,56,1309
19,63,1309
19,66,1309
19,67,1309
19,81,1309
23,46,1310
23,54,1310
23,56,1310
23,63,1310
23,66,1310
23,67,1310
23,81,1310
28,54,1311
28,56,1311
28,63,1311
28,66,1311
28,67,1311
28,81,1311
29,54,1312
29,56,1312
29,63,1312
29,66,1312
29,67,1312
29,81,1312
66,81,1319
67,81,1320
6,28,1327
6,29,1327
6,32,1327
6,44,1327
6,54,1328
6,55,1328
6,56,1328
6,63,1328
6,66,1328
6,67,1328
6,81,1328
7,23,1328
7,28,1328
7,29,1328
7,32,1328
7,44,1328
7,54,1328
7,55,1328
7,56,1328
7,63,1328
7,66,1328
7,67,1328
7,81,1328
8,14,1329
8,17,1329
8,18,1329
8,19,1329
8,23,1329
8,28,1329
8,29,1329
8,32,1329
8,44,1329
8,54,1329
8,55,1329
8,56,1329
8,63,1329
8,66,1329
8,67,1329
8,81,1329
14,56,1331
14,63,1331
14,66,1331
14,67,1331
14,81,1331
15,81,1331
16,32,1332
16,44,1332
16,54,1332
16,55,1332
16,56,1332
16,63,1332
16,66,1332
16,67,1332
16,81,1332
18,63,1333
18,66,1333
18,67,1333
18,81,1333
28,54,1335
28,55,1335
28,56,1335
28,63,1335
28,66,1335
28,67,1335
28,81,1335
46,63,1338
46,66,1338
46,67,1338
46,81,1338
66,81,1343
67,81,1343
6,28,1351
6,42,1351
6,46,1351
6,47,1351
6,56,1351
6,65,1351
6,66,1351
6,67,1351
6,81,1351
7,28,1352
7,42,1352
7,46,1352
7,47,1352
7,56,1352
7,65,1352
7,66,1352
7,67,1352
7,81,1352
8,14,1352
8,15,1352
8,16,1352
8,18,1352
8,28,1352
8,42,1352
8,46,1352
8,47,1352
8,56,1352
8,65,1352
8,66,1353
8,67,1353
8,81,1353
14,56,1354
14,65,1354
14,66,1354
14,67,1354
14,81,1354
16,42,1355
16,46,1355
16,47,1355
16,56,1355
16,65,1355
16,66,1355
16,67,1355
16,81,1355
18,65,1356
18,66,1356
18,67,1356
18,81,1356
19,28,1357
19,42,1357
19,46,1357
19,47,1357
19,56,1357
19,65,1357
19,66,1357
19,67,1357
19,81,1357
23,42,1358
23,46,1358
23,47,1358
23,56,1358
23,65,1358
23,66,1358
23,67,1358
23,81,1358
28,56,1359
28,65,1359
28,66,1359
28,67,1359
28,81,1359
46,65,1363
46,66,1363
46,67,1363
46,81,1363
47,65,1363
47,66,1363
47,67,1363
47,81,1363
66,81,1366
67,81,1367
6,28,1374
6,32,1374
6,46,1374
6,55,1374
6,56,1374
6,63,1374
6,66,1374
6,67,1374
6,69,1374
8,14,1374
8,16,1374
8,17,1374
8,18,1374
8,19,1374
8,23,1374
8,28,1374
8,32,1374
8,46,1375
8,55,1375
8,56,1375
8,63,1375
8,66,1375
8,67,1375
8,69,1375
14,56,1376
14,63,1376
14,66,1376
14,67,1376
14,69,1376
18,63,1377
18,66,1377
18,67,1377
18,69,1377
23,46,1378
23,55,1378
23,56,1378
23,63,1378
23,66,1378
23,67,1378
23,69,1378
28,55,1379
28,56,1379
28,63,1379
28,66,1379
28,67,1379
28,69,1379
37,63,1382
37,66,1382
37,67,1382
37,69,1382
6,28,1395
6,31,1395
6,37,1395
6,47,1395
6,55,1395
6,56,1395
6,66,1395
6,67,1395
6,81,1395
7,23,1396
7,28,1396
7,31,1396
7,37,1396
7,47,1396
7,55,1396
7,56,1396
7,66,1396
7,67,1396
7,81,1396
8,14,1397
8,18,1397
8,23,1397
8,28,1397
8,31,1397
8,37,1397
8,47,1397
8,55,1397
8,56,1397
